Judul,penulis,dosen_pembimbing_1,dosen_pembimbing_2,abstrak
"MENGUNGKAP MAKNA PENENTUAN HARGA JUAL PENGUSAHA BATIK:
(Sebuah Studi Fenomenologi)",Penulis : MAYAH ANGGRIANI,"Dosen Pembimbing I : Dr. Prasetyono, S.E., M.Si., Ak.","Dosen Pembimbing II :Muhammad Asim Asyâari, S.E., M.Ak.","ABSTRAK
Penelitian ini berupaya untuk mengungkap praktik penentuan harga jual pada usaha
batik yang bernama usaha batik Ibu Nur Aini. Tujuan penelitian ini yaitu untuk mengetahui
praktik penentuan harga jual yang terjadi serta mengungkap makna dibalik praktik tersebut.
Penelitian ini menggunakan metode kualitatif dengan pendekatan fenomenologi sebagai alat
analisis untuk menjawab penemuan jawaban. Pengumpulan data dilakukan melalui wawancara
pengamatan dan dokumentasi. Hasil penelitian menemukan didalam metode penentuan harga
jual yang dilakukan oleh Ibu Nur Aini menghitung biaya bahan baku, biaya tenaga kerja, serta
biaya overhead pabrik. Ha ini memiliki kesamaan konsep dengan teori yaitu dalam perhitungan
harga pokok produksi.
Namun, yang membedakan yaitu dalam menentukan keuntungan beliau tidak dapat
memastikan berapa persentase yang diperoleh. Pemilik melekatkan rasa persaudaraan didalam
usaha yang dijalankan dalam aktivitas keuangan yang didasari pembeli (tetangga) sudah
dianggap seperti keluarga sendiri, ungkapan neser/perhatian dalam mengurangi harga jual, dan
tingkat kepercayaan yang tinggi yang diberikan Ibu Nur Aini kepada pelanggan yang nantinya
mengurangi harga jual normal, sehingga beliau menganggap pelanggan dan tetangga yang
membeli batik sudah merupakan bagian dari keluarga.
Kata Kunci: Penentuan Harga Jual, Fenomenologi, Harga Pokok Produksi, Persaudaraan."
AKUNTABILITAS PEGELOLAAN WAKAF PRODUKTIF (Studi Pada Pondok Pesantren Al-Amien Prenduan),Penulis : Robiatul Andawiyah,"Dosen Pembimbing I : Prof. Dr. Mohammad Nizarul Alim, M.Si., Ak., CA","Dosen Pembimbing II :Robiatul Auliyah, SE., MSA., Ak.","ABSRAK
Robiatul Andawiyah, Akuntabilitas Pengelolaan Wakaf Produktif : Studi
Pada Pondok Pesantren Al-Amien Prenduan. Dibawah bimbingan Prof. Dr.
Mohammad Nizarul Alim, M.Si., Ak., CA dan Robiatul Auliyah, SE., MSA., Ak.
Penelitian ini bertujuan untuk memahami secara mendalam
bagaimana akuntabilitas pengelolaan wakaf produktif. Akuntabilitas dalam
pengelolaan wakaf sangat diperlukan untuk mewujudkan kepercayaan
stakholder yang terkait, seperti wakif, mauquf alaih, dan Tuhan sebagai
pemberi amanah. Penelitian pada Badan Wakaf (Dewan Riasah/Majelis Kiai)
ini difokuskan untuk memahami akuntabilitas pada pengelolaan wakaf
produktif, sehingga membutuhkan pendekatan penelitian yang lebih intens
dan membutuhkan metode alamiah untuk mendapatkan informasi yang
diinginkan. Penelitian ini menggunakan penelitian kualitatif pendekatan
deksriptif untuk menggali suatu masalah dengan batasan terperinci, memiliki
pengambilan data yang mendalam, menyertakan berbagai sumber informasi
dan disajikan secara deskriptif.
Hasil penelitian ini menunjukkan bahwa peneliti memahami
gambaran akuntabilitas pengelolaan wakaf produktif dimulai dari sebuah
amanah. amanah yang diberikan masyarakat atas kepercayaannya kepada
Nadzhir Al-Amien untuk mengelola sesuai dengan peruntukannya.
Sedangkan nadzhir sebagai pengelola merasakan adanya kewajiban dalam
menyampaikan amanah tersebut sebagai bentuk pertanggungjawaban
kepada wakif, mauquf alaih dan Tuhan.
Kata Kunci : Akuntabilitas, Pengeloaan Wakaf, Deskriptif, Amanah"
"MENYINGKAP PENCATATAN KEUANGAN PANITIA PELAKSANAAN PETIK
LAUT SUMENEP",Penulis : NURUL AINI,"Dosen Pembimbing I : Dr. Siti Musyarofah, S.E., M.Si., Ak., CA ","Dosen Pembimbing II :Robiatul Auliyah, SE., MSA., CA","Tujuan dari penelitian ini adalah untuk mencari keunikan dan ilmu baru
dalam akuntansi dari pengelolaan keuangan yang dilakukan oleh nelayan untuk
melestarikan petik laut dengan memotret dari sisi budaya. Situs penelitian ini
bertempat di Tarogan, Kecamatan Bluto Kabupaten Sumenep. Mencari gagasan
baru dibalik praktik akuntansi yang sudah terlaksana selama ini. Penelitian ini
menggunakan metode kualitatif dengan pendekatan etnografi.
Hasil penelitian ini menunjukkan bahwa lebih terfokus pada pencatatan
keuangan nelayan dalam upacara petik laut yang dimulai dari tahap
perencanaan dan penganggaran, tahap pelaksanaan dalam pencatatan alokasi
dana hingga serta pertanggungjawaban dalam ritual petik laut. Yang pertama
musyawarah sebagai media perencanaan acara petik laut. Dengan output dapat
terbentuknya panitia sebagai pengelola keuangan dan penanggungjawab selama
proses upacara petik laut. Kemudian juga sebagai perencanaan anggaran dalam
pelaksanaan petik laut tersebut. Semua kebutuhan yang diperlukan untuk acara
petik laut akan dibahas dalam perencanaan anggaran tersebut. Kedua praktik
akuntansi yang dilakukan oleh panitia petik laut, dicatat secara manual/ catatan
ala kadarnya. Para panitia mencatat keuangan dengan cara ala kadarnya,
bertujuan agar masyarakat mengerti terhadap pengeluaran panitia dalam
pelaksanaan acara petik laut tersebut. Pencatatan tersebut sudah dilakukan dari
dulu dan para masyarakat sudah faham dengan pencatatan yang demikian.
Akuntabilitas yang dilakukan oleh ketua pelaksana bentuk pertaggungjawaban
terhadap masyarakat dilakukan dengan cara melakukan pencatatan secara
manual yang dimengerti oleh masyarakat terkait pengeluaran dan pemasukan
untuk acara petik laut
Kata kunci : Petik Laut, Pencatatan keuangan, Perencanaan dan Penganggaran,
Alokasi Dana, Pertanggngjawaban, Etnografi."
"FAKTOR-FAKTOR YANG MEMPENGARUHI PENGUNGKAPAN AKUNTANSI
SUMBER DAYA MANUSIA PADA PERUSAHAAN SEKTOR KEUANGAN DI 
INDONESIA ",Penulis : ALIVIANA INDAH P.,"Dosen Pembimbing I :  Dr. Prasetyono,S.E., M.Si., Ak.","Dosen Pembimbing II :Adi Darmawan Ervanto, SE., MA., CPA., CA. ","Aliviana Indah P, Faktor - faktor yang Mempengaruhi Keterbukaan Akuntansi Sumber Daya Manusia di Indonesia
Perusahaan Sektor Keuangan di Indonesia. Di bawah bimbingan Dr. Prasetyono,
S.E., M.Si., Ak. dan Adi Darmawan Ervanto, SE., MA., CPA., CA.

 Penelitian ini bertujuan untuk mengetahui bukti empiris faktor - faktor yang mempengaruhi
pengungkapan akuntansi sumber daya manusia pada perusahaan sektor keuangan yang terdaftar di
Bursa Efek Indonesia. Variabel independen dalam penelitian ini adalah perusahaan
ukuran, profitabilitas, umur perusahaan, dan ukuran dewan komisaris. Selagi
Variabel dependen adalah pengungkapan akuntansi sumber daya manusia.
 Teknik pengumpulan data yang digunakan adalah purposive sampling. Data sampel
yang diperoleh adalah 66 perusahaan sektor keuangan yang tercatat di Bursa Efek Indonesia
periode 2013-2016 dengan total data 264 selama 4 tahun. Analisis data dilakukan
menggunakan SmartPLS versi 3.0.
 Hasil pengujian hipotesis menunjukkan bahwa hanya ukuran perusahaan dan
Ukuran dewan berpengaruh positif terhadap pengungkapan akuntansi sumber daya manusia dengan
Nilai P 0,000 <0,05 untuk kedua variabel, sedangkan profitabilitas dan umur perusahaan tidak
berpengaruh terhadap pengungkapan akuntansi sumber daya manusia. Nilai nilai P untuk variabel profitabilitas adalah 0,073> 0,05 dan nilai variabel umur perusahaan adalah 0,718>
0,05.
 
 
Kata kunci: Ukuran perusahaan, profitabilitas, umur perusahaan, ukuran papan
komisioner, dan pengungkapan akuntansi sumber daya manusia."
"UNIT USAHA SIMPAN PINJAM KOPERASI UNIT DESA (KUD) 
DHARMA BAKTI PADEMAWU  
DALAM MENYELESAIKAN PERMODALAN AWAL TORON BUJAâAN  PETANI GARAM
 ",Penulis : RISVAN NUR ISNAENI ,"Dosen Pembimbing I : Dr. Siti Musyarofah, S.E., M.Si., Ak., CA","Dosen Pembimbing II :Achdiar Redy Setiawan, S.E., MSA., Ak., CA.  ","Risvan Nur Isnaeni, Unit Usaha Simpan Pinjam Koperasi Unit Desa (KUD)
Dharma Bakti Pademawu Dalam Menyelesaikan Permodalan Awal Toron Bujaâan
Petani Garam. Di bawah bimbingan Dr. Siti Musyarofah, S.E., M.Si., Ak., CA dan
Achdiar Redy Setiawan, S.E., MSA., Ak., CA. 
 
Dalam penulisan riset ini, dilatarbelakangi dengan adanya keluh kesah di
lahan garam. Maksudnya yaitu petani garam kecil antara lain yang (menyewa
lahan / mempunyai lahan terbatas) masih merasakan susahnya mencari
permodalan dalam mengolah garam dan menyambung hidupnya sehari â hari.
Dengan harga lahan garam yang semakin hari semakin naik dan adanya system
degeng di lahan garam. Walaupun pada tahun 2011 â 2015 adanya BLM kepada
para petani garam melalui kelompok KUGAR, namun pada tahun 2016 sampai
saat ini sudah tiada lagi tidak memadamkan keluh kesah petani garam dalam
konteks permodalan. 
Dari kejadian tersebut, pemerintah berinisiatif kembali dan mendorong
lagi para petani garam untuk mengikuti serta berpartisipasi dalam kegiatan
perkoperasian. Dengan koperasi di daerah tepatnya di KUD Dharma Bakti
Pademawu, bisa membantu para petani garam dalam konteks permodalan dan
dapat meminimalisir system degeng di lahan garam melalui unit simpan pinjam. 
Dengan adanya unit simpan pinjam di KUD Dharma Bakti Pademawu pasti adanya permasalahan juga dari peminjam atau debitur yang bersumber daripetani garam sebagai anggota koperasi, yaitu adanya kredit macet. 
Berdasarkan permasalahan yang ada dan tujuan yang ingin dicapaidalam penelitian ini, maka penelitian ini menggunakan metode kualitatifdeskriptif. Dimana menggambarkan dinamika yang memang benar terjadidilapangan dengan menggunakan logika ilmiah. Situs penelitian terletak padaKoperasi Unit Desa (KUD) Dharma Bakti Pademawu di Kecamatan PademawuKabupaten Pamekasan. Pengumpulan datanya dengan observasi, wawancara,dan dokumentasi melalui teknik triangulasi 
Dari hasil penelitian ini menunjukkan dengan adanya KUD Dharma BaktiPademawu sangat membantu para petani dalam konteks permodalan dan dalampemenuhan kebutuhan sehari â hari melalui unit usaha simpan pinjam,membantu mencarikan pemasaran garam kepada perusahaan â perusahaanbahkan sampai mendirikan unit usaha lain khusus petani garam. 
Kata Kunci: Petani garam, toron bujaâan, system degeng, KUD Dharma Bakti
Pademawu 
"
"âLABA BUKAN SEKADAR MATERI:â MAKNA LABA DIMATA PELAKU
USAHA LUDRUK",Penulis : RIZKY DWI PRAMONO,"Dosen Pembimbing I : Robiatul Auliyah, SE., MSA","Dosen Pembimbing II :Asyim Asyâari, SE., M.Ak","Penelitian ini berupaya mengungkap makna laba pada pelaku usaha yang
bergerak di bidang seni budaya. Tujuan penelitian untuk penggalian kesadaran
mengenai pemaknaan laba yang tidak seberapa nilainya dari segi materi inilah yang
menjadi tujuan peneliti melakukan penelitian ini. Penelitian ini menggunakan metode
fenomenologi transedental dengan menggali kesadaran dari pelaku usaha yang
melakukan. Hasil penelitian ini terdiri dari dua hal. Pertama, Laba Dimaknai sebagai
materi dengan klasifikasi sebagai sarana pembayaran. Materi tidak lepas dari bentuk
fisiknya yaitu uang dijadikan alat tukar untuk keberlangsungan sebuah usaha.
Kedua, laba bukan sekadar materi yang diklasifikasikan menjadi empat anatar lain:
Amanah dalam menjalankan usaha seni budaya, Keiklhasan dalam melestarikan
budaya, Sabagai kepuasan batin dan Sebagai sarana hiburan. Amanah merupakan
bentuk tanggung jawab serta harus dipenuhi dengan rasa iklhas dalam menjalankan
sebuah usaha yang bergera di bidang seni budaya ini sehingga mudaya Sinar
Nusantara
Kata Kunci: Makna Laba, Fenomenologi Transedental"
"PENGARUH BEBAN KERJA, FEE AUDIT, AUDIT TENURE DAN SKEPTISME
PROFESIONAL AUDITOR TERHADAP KUALITAS AUDIT
",Penulis : SYAMSUL MUARIF,"Dosen Pembimbing I : Dr. Bambang Haryadi, S.E., M.Si., Ak., Ca ","Dosen Pembimbing II :Emi Rahmawati, S.E., M.Si ","ABSTRAK
Penelitian ini bertujuan untuk memperoleh bukti secara empiris pengaruh
beban kerja, fee audit, audit tenure dan skeptisme profesional auditor terhadap
kualitas audit. Penelitian ini dilakukan pada auditor Kantor Akuntan Publik di
Surabaya yang terdaftar di Otoritas Jasa Keuangan. Teknik pengambilan sampel
yang digunakan dalam penelitian ini adalah simple random sampling. Teknik
pengumpulan data dalam penelitian ini menggunakan kuesioner. Analisis data
dilakukan dengan uji validitas dan realibiltas, uji asumsi klasik dan pengujian
hipotesis dengan metode regresi linear berganda.
Hasil penelitian ini menunjukkan bahwa beban kerja tidak berpengaruh
terhadap kualitas audit, sedangkan fee audit, audit tenure dan skeptisme
profesional auditor berpengaruh positif terhadap kualitas audit.
Kata Kunci: beban kerja, fee audit, audit tenure, skeptisme profesional auditor
dan kualitas audit."
PENCATATAN ARISAN SAPI KEREP PADA MASYARAKATSUKU TENGGER KABUPATEN PROBOLINGGO: METODE DESKRIPTIF,Penulis : Dewi Yuliani,"Dosen Pembimbing I : Robiatul Auliyah, SE., MSA","Dosen Pembimbing II :Anis Wulandari., SE., MSA., Ak., CA","       Penelitian ini berupaya mengungkap  tradisi pencatatan arisan âSapi Kerepâ Suku Tengger. Tujuan penelitian untuk mengetahui pencatatan arisan yang dilakukan oleh masyarakat Suku Tengger. Penelitian ini metode deskriptif kawasan Gunung Bromo dengan situs penelitian Desa Wonokerto, Desa Sapi Kerep, dan Desa Ngriting. Hasil penelitian ini terdiri dari empat hal. Pertama, arisan âSapi Kerepâ tidak lepas dari aspek kekeluargaan sehingga setiap perkumpulan arisan masih yang dilakukan yaitu dengan melibatkan tetangga sekitar dan kerabat dekat. Kedua, modal kepercayaan yang dilakukan berguna untuk tetap menjaga pertanggungjawaban pengembalian utang. Ketiga, dalam pencatatan arisan âSapi Kerepâ ini menggunakan akuntansi secara sederhana karena menurut masyarakat Suku Tengger ini yang terpenting ada pencatatan sebagai bukti pengembalian utang. Terakhir, demi menjaga kesejahteraan dan kebersamaan masyarakat menetapkan berbagai peraturan yang intinya berbagi kepada masyarakat yang mempunyai utang arisan.
Kata Kunci: Tradisi, Arisan âSapi Kerepâ, Modal Kepercyaan, Pencatatan Sederhana, Bukti pemberian Arisan

"
ANALIS PREDIKSI DCSR PEMERINTAH KABUPATEN/KOTA DI INDONESIA PERIODE 2011-2015,Penulis : Vional Permata Putri,"Dosen Pembimbing I : Muhammad Syam Kusufi, S.E., M.Sc","Dosen Pembimbing II :Adi Darmawan Ervanto, S.E.,M.A.,Ak.,CA.","ABSTRAK
Vional Permata Putri. 2018. Analisis Prediksi DCSR Pemerintah Daerah Kabupaten/Kota di Indonesia Periode 2011-2015. Program Studi Akuntansi, Universitas Trunojoyo Madura. Dibawah Bimbingan Muhammad Syam Kusufi, S.E.,M.Sc. dan Adi Darmawan Ervanto, S.E.,M.A.,Ak.,CA.

Tujuan penelitian ini adalah untuk menguji pengaruh kemandirian keuangan, desentralisasi, solvabilitas, pemekaran wilayah dan SILPA terhadap prediksi DCSR pemerintah daerah Kabupaten/Kota di Indonesia yang terdaftar di Badan Pemeriksaan Keuangan Republik Indonesiaa pada tahun 2011-2015.
Populasi dalam penelitian ini adalah Laporan Keuangan Pemerintah Daerah (LKPD) periode 2011-2015, teknik pengambilan sampel dilakukan menggunakan metode purposive sampling sesuai kriteria yang telah ditentukan. Berdasarkan kriteria yang telah ditentukan maka jumlah sampel diperoleh 144 Kabupaten/Kota. Data yang telah dikumpulkan dianalisis dengan menggunakan analisis regresi logistik. Hasil dari penelitian ini menunjukkan bahwa variabel kemandirian keuangan, desentralisasi, solvabilitas dan SILPA tidak berpengaruh terhadap finansial distress sedangkan variabel pemekaran wilayah berpengaruh terhadap finansial distress.
Kata Kunci: DCSR, Kemandirian Keuangan, Desentralisasi, Solvabilitas, Pemekaran Wilayah, dan SILPA.



"
"PENGARUH PENYAJIAN DAN AKSESIBILITAS LAPORAN KEUANGAN SERTA SISTEM PENGENDALIAN INTERNAL PEMERINTAH TERHADAP TRANSPARANSI, AKUNTABILITAS PENGELOLAAN KEUANGAN DAERAH DAN PENGGUNAAN SISTEM INFORMASI PENGELOLAAN KEUANGAN DAERAH
(Studi Kasus Pada Satuan Kerja Perangkat Daerah Se-Madura) 
",Penulis : Jumaâati,"Dosen Pembimbing I : Junaidi, S.E., M.Si., Ak., CA. ","Dosen Pembimbing II :Muhammad Syam Kusufi, S.E., M.Sc.","Tujuan dari penelitian ini adalah untuk menguji secara empiris pengaruh penyajian laporan keuangan dan aksesibilitas laporan keuangan serta sistem pengendalian internal pemerintah terhadap transparansi, akuntabilitas pengelolaan keuangan daerah dan penggunaan sistem informasi pengelolaan keuangan daerah. Penelitian ini merupakan penelitian kuantitatif. Populasi dalam penelitian ini adalah Satuan Kerja Perangkat Daerah Se-Madura dengan metode pengumpulan data melalui survey yang berupa kuesioner . Jumlah sampel dalam penelitian ini adalah 148 responden. Pengambilan sampel dalam penelitian ini menggunakan metode teknik Purposive Sampling. Teknik analisis data penelitian ini menggunakan SmartPLS versi 3.0. 
Hasil dari pengujian hipotesis di dalam penelitian ini menunjukkan bahwa penyajian laporan keuangan berpengaruh terhadap akuntabilitas pengelolaan keuangan daerah. Aksesibilitas laporan keuangan berpengaruh terhadap transparansi, akuntabilitas pengelolaan keuangan daerah, dan penggunaan sistem informasi pengelolaan keuangan daerah. Sistem pengendalian intern pemerintah berpengaruh terhadap transparansi, akuntabilitas pengelolaan keuangan daerah, dan penggunaan sistem informasi pengelolaan keuangan daerah. Penyajian laporan keuangan tidak berpengaruh terhadap transparansi, dan penggunaan sistem informasi pengelolaan keuangan daerah.

Kata kunci : Penyajian Laporan Keuangan, Aksesibilitas laporan keuangan, Sistem Pengendalian Internal Pemerintah, Transparansi, Akuntabilitas Pengelolaan Keuangan Daerah, Penggunaan Sistem Informasi Pengelolaan Keuangan Daerah. 
"
"PENGARUH TINGKAT KESEHATAN BANK, UKURAN PERUSAHAAN DAN CORPORATE SOCIAL RESPONSIBILITY TERHADAP NILAI PERUSAHAAN",Penulis : Donny Setya Nugraha,"Dosen Pembimbing I : Yuni Rimawati, S.E.,M.S.Ak., Ak., CA.","Dosen Pembimbing II :Anis Wulandari, S.E., MSA., Ak., CA.","ABSTRAK
Penelitian ini bertujuan untuk menguji pengaruh variabel tingkat kesehatan bank, ukuran perusahaan dan corporate social responsibility terhadap nilai perusahaan. Populasi dalam penelitian ini menggunakan perusahaan perbankan yang terdaftar di BEI tahun 2012-2016. Penelitian ini menggunakan sampel sebanyak 18 perusahaan yang diperoleh melalui metode purposive sampling. 
Metode analisis yang digunakan dalam penelitian ini menggunakan regresi linier berganda untuk penggujian hipotesis melalui alat analisis Statistical Product and Service Solution (SPSS) 20.Hasil penelitian ini menunjukkan tingkat kesehatan bank dan ukuran perusahaan berpengaruh terhadap nilai perusahan. Sedangkan coporate social responsibilty tidak bepengaruh terhadap nilai perusahaan. 
Kata Kunci : tingkat kesehatan bank, RGEC, ukuran perusahaan, corporate social responsbility dan nilai perusahaan. 
 
"
"Pengaruh Penerapan Etika Profesi, Continuing Professional Development, Time Pressure, Tenure Audit, dan Workload terhadap Kualitas Audit Studi Empiris pada Kantor Akuntan Publik yang Terdaftar di IAPI Surabaya Direktori 2017",Penulis : Rara Wedya Syana,"Dosen Pembimbing I : Fariyana Kusumawati, S.E., M.Si. ","Dosen Pembimbing II :Adi Darmawan Ervanto, S.E., MA., Ak., CA. ","Penelitian ini bertujuan untuk menganalisis pengaruh penerapan etika profesi, continuing professional development, time pressure, tenure audit, dan workload terhadap kualitas audit pada kantor akuntan publik yang terdaftar di Institut Akuntan Publik Indonesia (IAPI) Surabaya direktori 2017. Penelitian ini merupakan penelitian kauntitatif. Populasi dari penelitian ini adalah auditor yang bekerja di kantor akuntan publik yang terdaftar di IAPI Surabaya direktori 2017, dengan menggunakan teknik sampling jenuh. Total responden dari penelitian ini adalah 82 auditor. Teknik pengumpulan data dengan penyebaran kuesioner. Pengujian hipotesis menggunakan analisis regresi linier berganda.
       Hasil dari penelitian ini membuktikan bahwa penerapan etika profesi tidak berpengaruh tehadap kualitas audit pada kantor akuntan publik yang terdaftar di IAPI Surabaya direktori 2017. Continuing professional development berpengaruh dan signifikan terhadap kualitas audit pada kantor akuntan publik yang terdaftar di IAPI Surabaya direktori 2017. Time pressure tidak berpengaruh tehadap kualitas audit pada kantor akuntan publik yang terdaftar di IAPI Surabaya direktori 2017. Tenure audit berpengaruh dan signifikan terhadap kualitas audit pada kantor akuntan publik yang terdaftar di IAPI Surabaya direktori 2017. Workload berpengaruh dan signifikan terhadap kualitas audit pada kantor akuntan publik yang terdaftar di IAPI Surabaya direktori 2017.
Kata kunci: penerapan etika profesi, continuing professional development, time pressure, tenure audit, workload, dan kualitas audit.
"
